Id,Anime Title,Rating,Studio,Source Material,Demographic,Genre,VAs
'32937','KonoSubarashiiSekainiShukufukuwo!2',8.27,StudioDeen,Lightnovel, 'n/a',"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody', 'Reincarnation']","['TakahashiRie', 'RieFukushima', 'FukushimaJun', 'JunAmamiya', 'AmamiyaSora', 'SoraKayano', 'KayanoAi', 'AiHorie', 'HorieYui', 'YuiToyosaki', 'ToyosakiAki', 'AkiSuwa', 'SuwaAyaka', 'AyakaNishida', 'NishidaMasakazu', 'MasakazuSuwa', 'SuwaAyaka', 'AyakaNaganawa', 'NaganawaMaria']"
'33206','Kobayashi-sanChinoMaidDragon',7.99,KyotoAnimation,Manga, 'n/a',"['Fantasy', 'SliceofLife']","['NaganawaMaria', 'MariaKuwahara', 'KuwaharaYuuki', 'YuukiTamura', 'TamuraMutsumi', 'MutsumiTakahashi', 'TakahashiMinami', 'MinamiTakada', 'TakadaYuuki', 'YuukiOno', 'OnoDaisuke', 'DaisukeKatou', 'KatouEmiri', 'EmiriIshihara', 'IshiharaKaori', 'KaoriNakamura', 'NakamuraYuuichi', 'YuuichiGotou', 'GotouYuuko']"
'32615','YoujoSenki',7.97,Nut,Lightnovel, 'n/a',"['Action', 'Isekai', 'Military', 'Reincarnation']","['YuukiAoi', 'AoiHayami', 'HayamiSaori', 'SaoriOotsuka', 'OotsukaHouchuu', 'HouchuuMiki', 'MikiShinichiro', 'ShinichiroTomatsu', 'TomatsuHaruka', 'HarukaGenda', 'GendaTesshou', 'TesshouTezuka', 'TezukaHideaki', 'HideakiHamano', 'HamanoDaiki', 'DaikiTobita', 'TobitaNobuo', 'NobuoHoriuchi', 'HoriuchiKenyuu']"
'33487','Masamune-kunnoRevenge',6.74,SILVERLINK.,Manga, 'Shounen',"['Comedy', 'Romance', 'Harem', 'School', 'Shounen']","['OhashiAyaka', 'AyakaHanae', 'HanaeNatsuki', 'NatsukiMimori', 'MimoriSuzuko', 'SuzukoMinase', 'MinaseInori', 'InoriHayami', 'HayamiSaori', 'SaoriOgura', 'OguraYui', 'YuiTadokoro', 'TadokoroAzusa', 'AzusaItou', 'ItouKanae', 'KanaeOogame', 'OogameAsuka', 'AsukaIse', 'IseMariya']"
'32949','KuzunoHonkai',7.17,Lerche,Manga, 'Seinen',"['Drama', 'Romance', 'School', 'Seinen']","['AnzaiChika', 'ChikaShimazaki', 'ShimazakiNobunaga', 'NobunagaTomatsu', 'TomatsuHaruka', 'HarukaToyosaki', 'ToyosakiAki', 'AkiIzawa', 'IzawaShiori', 'ShioriNojima', 'NojimaKenji', 'KenjiAsanuma', 'AsanumaShintarou', 'ShintarouKobayashi', 'KobayashiYuusuke', 'YuusukeFujii', 'FujiiYukiyo', 'YukiyoKijima', 'KijimaRyuuichi']"
'25777','ShingekinoKyojinSeason2',8.5,WitStudio,Manga, 'Shounen',"['Action', 'Drama', 'Gore', 'Military', 'Survival', 'Shounen']","['KajiYuuki', 'YuukiIshikawa', 'IshikawaYui', 'YuiInoue', 'InoueMarina', 'MarinaKamiya', 'KamiyaHiroshi', 'HiroshiOno', 'OnoDaisuke', 'DaisukePark', 'ParkRomi', 'RomiKobayashi', 'KobayashiYuu', 'YuuHosoya', 'HosoyaYoshimasa', 'YoshimasaTaniyama', 'TaniyamaKishou', 'KishouShimamura', 'ShimamuraYuu']"
'33486','BokunoHeroAcademia2ndSeason',8.14,Bones,Manga, 'Shounen',"['Action', 'School', 'SuperPower', 'Shounen']","['KajiYuuki', 'YuukiYamashita', 'YamashitaDaiki', 'DaikiOkamoto', 'OkamotoNobuhiko', 'NobuhikoMiyake', 'MiyakeKenta', 'KentaSakura', 'SakuraAyane', 'AyaneIshikawa', 'IshikawaKaito', 'KaitoSuwabe', 'SuwabeJunichi', 'JunichiMasuda', 'MasudaToshiki', 'ToshikiFukuen', 'FukuenMisato', 'MisatoYuuki', 'YuukiAoi']"
'32901','Eromanga-sensei',6.38,A-1Pictures,Lightnovel, 'n/a',"['Comedy', 'Drama', 'Romance', 'Ecchi']","['FujitaAkane', 'AkaneMatsuoka', 'MatsuokaYoshitsugu', 'YoshitsuguHanazawa', 'HanazawaKana', 'KanaTaketatsu', 'TaketatsuAyana', 'AyanaNakamura', 'NakamuraYuuichi', 'YuuichiTakahashi', 'TakahashiMinami', 'MinamiNabatame', 'NabatameHitomi', 'HitomiKido', 'KidoIbuki', 'IbukiOonishi', 'OonishiSaori', 'SaoriIshikawa', 'IshikawaYui']"
'32951','RokudenashiMajutsuKoushitoAkashicRecords',7.15,LIDENFILMS,Lightnovel, 'n/a',"['Action', 'Fantasy', 'School']","['FujitaAkane', 'AkaneSaitou', 'SaitouSouma', 'SoumaMiyamoto', 'MiyamotoYume', 'YumeOzawa', 'OzawaAri', 'AriKitamura', 'KitamuraEri', 'EriKotobuki', 'KotobukiMinako', 'MinakoTakahashi', 'TakahashiHiroki', 'HirokiIshikawa', 'IshikawaYui', 'YuiHikasa', 'HikasaYouko', 'YoukoTazawa', 'TazawaMasumi']"
'34822','TsukigaKirei',8.08,feel.,Original, 'n/a',"['Romance', 'School']","['KoharaKonomi', 'KonomiChiba', 'ChibaShouya', 'ShouyaMurakawa', 'MurakawaRie', 'RieTamaru', 'TamaruAtsushi', 'AtsushiFudemura', 'FudemuraEishin', 'EishinIwanaka', 'IwanakaMutsuki', 'MutsukiChisuga', 'ChisugaHaruka', 'HarukaMaekawa', 'MaekawaRyouko', 'RyoukoShiraishi', 'ShiraishiHaruka', 'HarukaInoue', 'InoueKikuko']"
'34933','Kakegurui',7.26,MAPPA,Manga, 'Shounen',"['Drama', 'Mystery', 'HighStakesGame', 'Psychological', 'School', 'StrategyGame', 'Shounen']","['HayamiSaori', 'SaoriTanaka', 'TanakaMinami', 'MinamiTokutake', 'TokutakeTatsuya', 'TatsuyaIse', 'IseMariya', 'MariyaSawashiro', 'SawashiroMiyuki', 'MiyukiUdono', 'UdonoMayu', 'MayuSawashiro', 'SawashiroMiyuki', 'MiyukiSerizawa', 'SerizawaYuu', 'YuuWakai', 'WakaiYuuki', 'YuukiSugita', 'SugitaTomokazu']"
'34599','MadeinAbyss',8.67,KinemaCitrus,Webmanga, 'n/a',"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']","['IseMariya', 'MariyaTomita', 'TomitaMiyu', 'MiyuIzawa', 'IzawaShiori', 'ShioriMorikawa', 'MorikawaToshiyuki', 'ToshiyukiOhara', 'OharaSayaka', 'SayakaKitamura', 'KitamuraEri', 'EriSakamoto', 'SakamotoMaaya', 'MaayaToyosaki', 'ToyosakiAki', 'AkiMurata', 'MurataTaishi', 'TaishiHanawa', 'HanawaManami']"
'35507','YoukosoJitsuryokuShijouShuginoKyoushitsue',7.86,Lerche,Lightnovel, 'n/a',"['Drama', 'Psychological', 'School']","['ChibaShouya', 'ShouyaKitou', 'KitouAkari', 'AkariTaketatsu', 'TaketatsuAyana', 'AyanaHidaka', 'HidakaRina', 'RinaTouyama', 'TouyamaNao', 'NaoIchimichi', 'IchimichiMao', 'MaoMizunaka', 'MizunakaMasaaki', 'MasaakiSatou', 'SatouRina', 'RinaKubo', 'KuboYurika', 'YurikaIwasawa', 'IwasawaToshiki']"
'34902','TsurezureChildren',7.58,StudioGokumi,4-komamanga, 'Shounen',"['Comedy', 'Romance', 'School', 'Shounen']","['NamikawaDaisuke', 'DaisukeOno', 'OnoKensho', 'KenshoHanazawa', 'HanazawaKana', 'KanaMinase', 'MinaseInori', 'InoriSakura', 'SakuraAyane', 'AyaneOgura', 'OguraYui', 'YuiKitou', 'KitouAkari', 'AkariIshikawa', 'IshikawaKaito', 'KaitoMaeno', 'MaenoTomoaki', 'TomoakiUchida', 'UchidaMaaya']"
'34280','Gamers!',6.78,PineJam,Lightnovel, 'n/a',"['Comedy', 'Romance', 'OtakuCulture', 'School', 'VideoGame']","['KanemotoHisako', 'HisakoIwami', 'IwamiManaka', 'ManakaOokubo', 'OokuboRumi', 'RumiHan', 'HanMegumi', 'MegumiToyonaga', 'ToyonagaToshiyuki', 'ToshiyukiKuwahara', 'KuwaharaYuuki', 'YuukiYoshino', 'YoshinoYuna', 'YunaTakumi', 'TakumiYasuaki', 'YasuakiHanae', 'HanaeNatsuki', 'NatsukiTakahashi', 'TakahashiRie']"
'34572','BlackClover',8.13,Pierrot,Manga, 'Shounen',"['Action', 'Comedy', 'Fantasy', 'Shounen']","['KajiwaraGakuto', 'GakutoYuuki', 'YuukiKana', 'KanaShimazaki', 'ShimazakiNobunaga', 'NobunagaSuwabe', 'SuwabeJunichi', 'JunichiMinagawa', 'MinagawaJunko', 'JunkoMurase', 'MuraseAyumu', 'AyumuMorikawa', 'MorikawaToshiyuki', 'ToshiyukiSasaki', 'SasakiHitomi', 'HitomiYasuno', 'YasunoKiyono', 'KiyonoMidorikawa', 'MidorikawaHikaru']"
'35788','ShokugekinoSouma:SannoSara',8.02,J.C.Staff,Manga, 'Shounen',"['Gourmet', 'Ecchi', 'School', 'Shounen']","['MatsuokaYoshitsugu', 'YoshitsuguKanemoto', 'KanemotoHisako', 'HisakoTakahashi', 'TakahashiMinami', 'MinamiAkasaki', 'AkasakiChinatsu', 'ChinatsuItou', 'ItouShizuka', 'ShizukaSakurai', 'SakuraiTakahiro', 'TakahiroOkamoto', 'OkamotoNobuhiko', 'NobuhikoIshigami', 'IshigamiShizuka', 'ShizukaKoyama', 'KoyamaRikiya', 'RikiyaHanae', 'HanaeNatsuki']"
'35062','MahoutsukainoYome',8.07,WitStudio,Manga, 'Shounen',"['Fantasy', 'Shounen']","['TanezakiAtsumi', 'AtsumiTakeuchi', 'TakeuchiRyouta', 'RyoutaUchiyama', 'UchiyamaKouki', 'KoukiEndou', 'EndouAya', 'AyaNamikawa', 'NamikawaDaisuke', 'DaisukeMurase', 'MuraseAyumu', 'AyumuYamaguchi', 'YamaguchiKappei', 'KappeiHayami', 'HayamiSaori', 'SaoriKaida', 'KaidaYuuko', 'YuukoOotomo', 'OotomoRyuuzaburou']"
'34618','BlendS',7.29,A-1Pictures,4-komamanga, 'n/a',"['Comedy', 'Workplace']","['WakiAzumi', 'AzumiKitou', 'KitouAkari', 'AkariHaruno', 'HarunoAnzu', 'AnzuMaeno', 'MaenoTomoaki', 'TomoakiSuzuki', 'SuzukiTatsuhisa', 'TatsuhisaTokui', 'TokuiSora', 'SoraTanezaki', 'TanezakiAtsumi', 'AtsumiMatsuzaki', 'MatsuzakiRei', 'ReiSatou', 'SatouShinki', 'ShinkiOgura', 'OguraYui']"
'34542','Inuyashiki',7.65,MAPPA,Manga, 'Seinen',"['Action', 'Drama', 'Sci-Fi', 'Gore', 'Psychological', 'Seinen']","['KohinataFumiyo', 'FumiyoMurakami', 'MurakamiNijirou', 'NijirouFleming', 'FlemingBill', 'BillMorohoshi', 'MorohoshiSumire', 'SumireUesaka', 'UesakaSumire', 'SumireHongo', 'HongoKanata', 'KanataKanemoto', 'KanemotoHisako', 'HisakoKuroda', 'KurodaTakaya', 'TakayaKatou', 'KatouYuuko', 'YuukoReimi']"
'33352','VioletEvergarden',8.67,KyotoAnimation,Lightnovel, 'n/a',"['Drama', 'Fantasy', 'SliceofLife']","['IshikawaYui', 'YuiNamikawa', 'NamikawaDaisuke', 'DaisukeUchiyama', 'UchiyamaKouki', 'KoukiEndou', 'EndouAya', 'AyaKoyasu', 'KoyasuTakehito', 'TakehitoTadokoro', 'TadokoroAzusa', 'AzusaUemura', 'UemuraYuuto', 'YuutoKiuchi', 'KiuchiHidenobu', 'HidenobuTomatsu', 'TomatsuHaruka', 'HarukaNakajima', 'NakajimaMegumi']"
'35849','DarlingintheFranXX',7.23,A-1PicturesTriggerCloverWorks,Original, 'n/a',"['Action', 'Drama', 'Romance', 'Sci-Fi', 'Mecha']","['TomatsuHaruka', 'HarukaIchinose', 'IchinoseKana', 'KanaUemura', 'UemuraYuuto', 'YuutoHayami', 'HayamiSaori', 'SaoriUmehara', 'UmeharaYuuichirou', 'YuuichirouYamashita', 'YamashitaNanami', 'NanamiIchikawa', 'IchikawaAoi', 'AoiTamura', 'TamuraMutsumi', 'MutsumiIshigami', 'IshigamiShizuka', 'ShizukaGotou', 'GotouHiroki']"
'34577','NanatsunoTaizai:ImashimenoFukkatsu',7.62,A-1Pictures,Manga, 'Shounen',"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Shounen']","['SuzukiTatsuhisa', 'TatsuhisaKaji', 'KajiYuuki', 'YuukiFukuyama', 'FukuyamaJun', 'JunKuno', 'KunoMisaki', 'MisakiTakagi', 'TakagiYuuhei', 'YuuheiYuuki', 'YuukiAoi', 'AoiAmamiya', 'AmamiyaSora', 'SoraSakamoto', 'SakamotoMaaya', 'MaayaSugita', 'SugitaTomokazu', 'TomokazuKaji', 'KajiYuuki']"
'35073','OverlordII',7.76,Madhouse,Lightnovel, 'n/a',"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Isekai', 'VideoGame']","['HinoSatoshi', 'SatoshiHara', 'HaraYumi', 'YumiUesaka', 'UesakaSumire', 'SumireNumakura', 'NumakuraManami', 'ManamiKatou', 'KatouMasayuki', 'MasayukiChiba', 'ChibaShigeru', 'ShigeruMiyano', 'MiyanoMamoru', 'MamoruShindou', 'ShindouKei', 'KeiKomatsu', 'KomatsuMikako', 'MikakoHanamori', 'HanamoriYumiri']"
'35860','KarakaiJouzunoTakagi-san',7.71,Shin-EiAnimation,Manga, 'Shounen',"['Comedy', 'Iyashikei', 'RomanticSubtext', 'School', 'Shounen']","['TakahashiRie', 'RieKaji', 'KajiYuuki', 'YuukiKohara', 'KoharaKonomi', 'KonomiOchiai', 'OchiaiFukushi', 'FukushiOgura', 'OguraYui', 'YuiIchimichi', 'IchimichiMao', 'MaoKoiwai', 'KoiwaiKotori', 'KotoriTadokoro', 'TadokoroHinata', 'HinataUchida', 'UchidaYuuma', 'YuumaOkamoto', 'OkamotoNobuhiko']"
'35839','SorayorimoTooiBasho',8.53,Madhouse,Original, 'n/a',"['Adventure', 'Comedy', 'Drama']","['HanazawaKana', 'KanaIguchi', 'IguchiYuka', 'YukaHayami', 'HayamiSaori', 'SaoriMinase', 'MinaseInori', 'InoriNoto', 'NotoMamiko', 'MamikoKanemoto', 'KanemotoHisako', 'HisakoLynn', 'LynnKayano', 'KayanoAi', 'AiMatsuoka', 'MatsuokaYoshitsugu', 'YoshitsuguFukushima', 'FukushimaJun']"
'34798','YuruCamp△',8.27,C-Station,Manga, 'n/a',"['SliceofLife', 'CGDCT', 'Iyashikei']","['TouyamaNao', 'NaoHanamori', 'HanamoriYumiri', 'YumiriToyosaki', 'ToyosakiAki', 'AkiHara', 'HaraSayuri', 'SayuriTakahashi', 'TakahashiRie', 'RieInoue', 'InoueMarina', 'MarinaItou', 'ItouShizuka', 'ShizukaOotsuka', 'OotsukaAkio', 'AkioMatsuda', 'MatsudaRisae', 'RisaeOotsuka', 'OotsukaAkio']"
'36456','BokunoHeroAcademia3rdSeason',8.07,Bones,Manga, 'Shounen',"['Action', 'School', 'SuperPower', 'Shounen']","['YamashitaDaiki', 'DaikiOkamoto', 'OkamotoNobuhiko', 'NobuhikoMiyake', 'MiyakeKenta', 'KentaKaji', 'KajiYuuki', 'YuukiSuwabe', 'SuwabeJunichi', 'JunichiMasuda', 'MasudaToshiki', 'ToshikiSakura', 'SakuraAyane', 'AyaneFukuen', 'FukuenMisato', 'MisatoYuuki', 'YuukiAoi', 'AoiShimono', 'ShimonoHiro']"
'36511','TokyoGhoul:re',6.38,PierrotPierrotPlus,Manga, 'Seinen',"['Action', 'Fantasy', 'Horror', 'Gore', 'Psychological', 'Seinen']","['HanaeNatsuki', 'NatsukiHanae', 'HanaeNatsuki', 'NatsukiSakura', 'SakuraAyane', 'AyaneIshikawa', 'IshikawaKaito', 'KaitoFujiwara', 'FujiwaraNatsumi', 'NatsumiUchida', 'UchidaYuuma', 'YuumaKugimiya', 'KugimiyaRie', 'RieAmamiya', 'AmamiyaSora', 'SoraSakurai', 'SakuraiTakahiro', 'TakahiroMiyano', 'MiyanoMamoru']"
'35968','WotakuniKoiwaMuzukashii',7.95,A-1Pictures,Webmanga, 'n/a',"['Romance', 'AdultCast', 'OtakuCulture', 'Workplace']","['ItouKento', 'KentoSawashiro', 'SawashiroMiyuki', 'MiyukiDate', 'DateArisa', 'ArisaSugita', 'SugitaTomokazu', 'TomokazuYuuki', 'YuukiAoi', 'AoiKaji', 'KajiYuuki', 'YuukiOkamoto', 'OkamotoNobuhiko', 'NobuhikoTerashima', 'TerashimaTakuma', 'TakumaYashiro', 'YashiroTaku', 'TakuNagae', 'NagaeRika']"
'30484','Steins;Gate0',8.52,WhiteFox,Visualnovel, 'n/a',"['Drama', 'Sci-Fi', 'Suspense', 'TimeTravel']","['MiyanoMamoru', 'MamoruImai', 'ImaiAsami', 'AsamiHanazawa', 'HanazawaKana', 'KanaTamura', 'TamuraYukari', 'YukariSeki', 'SekiTomokazu', 'TomokazuYahagi', 'YahagiSayuri', 'SayuriKobayashi', 'KobayashiYuu', 'YuuMomoi', 'MomoiHaruko', 'HarukoGotou', 'GotouSaori', 'SaoriTerasoma', 'TerasomaMasaki']"
'36949','ShokugekinoSouma:SannoSara-TootsukiRessha-hen',7.98,J.C.Staff,Manga, 'Shounen',"['Gourmet', 'Ecchi', 'School', 'Shounen']","['MatsuokaYoshitsugu', 'YoshitsuguKanemoto', 'KanemotoHisako', 'HisakoTakahashi', 'TakahashiMinami', 'MinamiAkasaki', 'AkasakiChinatsu', 'ChinatsuItou', 'ItouShizuka', 'ShizukaSakurai', 'SakuraiTakahiro', 'TakahiroOkamoto', 'OkamotoNobuhiko', 'NobuhikoIshigami', 'IshigamiShizuka', 'ShizukaKoyama', 'KoyamaRikiya', 'RikiyaHanae', 'HanaeNatsuki']"
'36296','Hinamatsuri(TV)',8.15,feel.,Manga, 'Seinen',"['Comedy', 'Supernatural', 'Childcare', 'OrganizedCrime', 'Seinen']","['TanakaTakako', 'TakakoNakajima', 'NakajimaYoshiki', 'YoshikiMurakawa', 'MurakawaRie', 'RieHondo', 'HondoKaede', 'KaedeOzawa', 'OzawaAri', 'AriTsuji', 'TsujiShinpachi', 'ShinpachiHikasa', 'HikasaYouko', 'YoukoKawanishi', 'KawanishiKengo', 'KengoInada', 'InadaTetsu', 'TetsuKoyama', 'KoyamaTsuyoshi']"
'35760','ShingekinoKyojinSeason3',8.62,WitStudio,Manga, 'Shounen',"['Action', 'Drama', 'Gore', 'Military', 'Survival', 'Shounen']","['KamiyaHiroshi', 'HiroshiKaji', 'KajiYuuki', 'YuukiIshikawa', 'IshikawaYui', 'YuiInoue', 'InoueMarina', 'MarinaMikami', 'MikamiShiori', 'ShioriOno', 'OnoDaisuke', 'DaisukePark', 'ParkRomi', 'RomiKobayashi', 'KobayashiYuu', 'YuuHosoya', 'HosoyaYoshimasa', 'YoshimasaTaniyama', 'TaniyamaKishou']"
'37675','OverlordIII',7.93,Madhouse,Lightnovel, 'n/a',"['Action', 'Fantasy', 'Supernatural', 'Isekai', 'VideoGame']","['HinoSatoshi', 'SatoshiHara', 'HaraYumi', 'YumiUesaka', 'UesakaSumire', 'SumireNumakura', 'NumakuraManami', 'ManamiKatou', 'KatouMasayuki', 'MasayukiChiba', 'ChibaShigeru', 'ShigeruShindou', 'ShindouKei', 'KeiMiyano', 'MiyanoMamoru', 'MamoruShindou', 'ShindouKei', 'KeiKomatsu', 'KomatsuMikako']"
'36649','BananaFish',8.5,MAPPA,Manga, 'Shoujo',"['Action', 'Adventure', 'Drama', 'Delinquents', 'Shoujo']","['UchidaYuuma', 'YuumaNojima', 'NojimaKenji', 'KenjiFurukawa', 'FurukawaMakoto', 'MakotoFukuyama', 'FukuyamaJun', 'JunChiba', 'ChibaShouya', 'ShouyaMorikawa', 'MorikawaToshiyuki', 'ToshiyukiHirata', 'HirataHiroaki', 'HiroakiNiwa', 'NiwaMasato', 'MasatoFukami', 'FukamiRica', 'RicaMiyake', 'MiyakeKenta']"
'37105','GrandBlue',8.43,Zero-G,Manga, 'Seinen',"['Comedy', 'Seinen']","['UchidaYuuma', 'YuumaAnzai', 'AnzaiChika', 'ChikaKimura', 'KimuraRyouhei', 'RyouheiAsumi', 'AsumiKana', 'KanaYukinari', 'YukinariToa', 'ToaUchida', 'UchidaMaaya', 'MaayaYasumoto', 'YasumotoHiroki', 'HirokiKonishi', 'KonishiKatsuyuki', 'KatsuyukiYamakita', 'YamakitaSaki', 'SakiHanae', 'HanaeNatsuki']"
'37210','IsekaiMaoutoShoukanShoujonoDoreiMajutsu',6.88,Ajia-Do,Lightnovel, 'n/a',"['Comedy', 'Fantasy', 'Ecchi', 'Harem', 'Isekai']","['MizunakaMasaaki', 'MasaakiWaki', 'WakiAzumi', 'AzumiSerizawa', 'SerizawaYuu', 'YuuOokubo', 'OokuboRumi', 'RumiTanezaki', 'TanezakiAtsumi', 'AtsumiKatou', 'KatouEmiri', 'EmiriOkiayu', 'OkiayuRyoutarou', 'RyoutarouHara', 'HaraYumi', 'YumiOhara', 'OharaSayaka', 'SayakaSenbongi', 'SenbongiSayaka']"
'37141','HatarakuSaibou',7.57,DavidProduction,Manga, 'Shounen',"['Comedy', 'Anthropomorphic', 'Educational', 'Medical', 'Shounen']","['MaenoTomoaki', 'TomoakiHanazawa', 'HanazawaKana', 'KanaNaganawa', 'NaganawaMaria', 'MariaInoue', 'InoueKikuko', 'KikukoOno', 'OnoDaisuke', 'DaisukeOkamoto', 'OkamotoNobuhiko', 'NobuhikoIshida', 'IshidaAkira', 'AkiraYukinari', 'YukinariToa', 'ToaIchimichi', 'IchimichiMao', 'MaoChiba', 'ChibaShouya']"
'37450','SeishunButaYarouwaBunnyGirlSenpainoYumewoMinai',8.26,CloverWorks,Lightnovel, 'n/a',"['Comedy', 'Drama', 'Romance', 'Supernatural', 'School']","['SetoAsami', 'AsamiIshikawa', 'IshikawaKaito', 'KaitoTanezaki', 'TanezakiAtsumi', 'AtsumiKubo', 'KuboYurika', 'YurikaTouyama', 'TouyamaNao', 'NaoMinase', 'MinaseInori', 'InoriUchida', 'UchidaMaaya', 'MaayaUchida', 'UchidaYuuma', 'YuumaAkaneya', 'AkaneyaHimika', 'HimikaAikawa', 'AikawaNatsuki']"
'37430','TenseishitaraSlimeDattaKen',8.13,8bit,Manga, 'n/a',"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Mythology', 'Reincarnation']","['OkasakiMiho', 'MihoHidaka', 'HidakaRina', 'RinaSakurai', 'SakuraiTakahiro', 'TakahiroSenbongi', 'SenbongiSayaka', 'SayakaIchimichi', 'IchimichiMao', 'MaoMaeno', 'MaenoTomoaki', 'TomoakiFurukawa', 'FurukawaMakoto', 'MakotoHanamori', 'HanamoriYumiri', 'YumiriKobayashi', 'KobayashiChikahiro', 'ChikahiroEguchi', 'EguchiTakuya']"
'37349','GoblinSlayer',7.42,WhiteFox,Lightnovel, 'n/a',"['Action', 'Adventure', 'Fantasy', 'Gore']","['UmeharaYuuichirou', 'YuuichirouOgura', 'OguraYui', 'YuiIguchi', 'IguchiYuka', 'YukaTouyama', 'TouyamaNao', 'NaoUchida', 'UchidaMaaya', 'MaayaEndou', 'EndouAya', 'AyaHikasa', 'HikasaYouko', 'YoukoSugita', 'SugitaTomokazu', 'TomokazuNakamura', 'NakamuraYuuichi', 'YuuichiMatsuoka', 'MatsuokaYoshitsugu']"
'36474','SwordArtOnline:Alicization',7.56,A-1Pictures,Lightnovel, 'n/a',"['Action', 'Adventure', 'Fantasy', 'VideoGame']","['MatsuokaYoshitsugu', 'YoshitsuguKayano', 'KayanoAi', 'AiShimazaki', 'ShimazakiNobunaga', 'NobunagaTomatsu', 'TomatsuHaruka', 'HarukaSawashiro', 'SawashiroMiyuki', 'MiyukiItou', 'ItouKanae', 'KanaeTaketatsu', 'TaketatsuAyana', 'AyanaHirata', 'HirataHiroaki', 'HiroakiHidaka', 'HidakaRina', 'RinaTakagaki', 'TakagakiAyahi']"
'37991','JoJonoKimyounaBoukenPart5:OugonnoKaze',8.58,DavidProduction,Manga, 'Shounen',"['Action', 'Adventure', 'OrganizedCrime', 'Shounen']","['OnoKensho', 'KenshoNakamura', 'NakamuraYuuichi', 'YuuichiToriumi', 'ToriumiKousuke', 'KousukeYamashita', 'YamashitaDaiki', 'DaikiKonishi', 'KonishiKatsuyuki', 'KatsuyukiSuwabe', 'SuwabeJunichi', 'JunichiEnoki', 'EnokiJunya', 'JunyaSenbongi', 'SenbongiSayaka', 'SayakaOno', 'OnoDaisuke', 'DaisukeKomatsu', 'KomatsuFuminori']"
'37799','TokyoGhoul:re2ndSeason',6.41,PierrotPierrotPlus,Manga, 'Seinen',"['Action', 'Fantasy', 'Horror', 'Gore', 'Psychological', 'Seinen']","['HanaeNatsuki', 'NatsukiHanae', 'HanaeNatsuki', 'NatsukiSakura', 'SakuraAyane', 'AyaneIshikawa', 'IshikawaKaito', 'KaitoFujiwara', 'FujiwaraNatsumi', 'NatsumiKugimiya', 'KugimiyaRie', 'RieAmamiya', 'AmamiyaSora', 'SoraSakurai', 'SakuraiTakahiro', 'TakahiroMiyano', 'MiyanoMamoru', 'MamoruToyonaga', 'ToyonagaToshiyuki']"
'37779','YakusokunoNeverland',8.53,CloverWorks,Manga, 'Shounen',"['Mystery', 'Sci-Fi', 'Suspense', 'Psychological', 'Survival', 'Shounen']","['IseMariya', 'MariyaUchida', 'UchidaMaaya', 'MaayaMorohoshi', 'MorohoshiSumire', 'SumireKouno', 'KounoHiyori', 'HiyoriKaida', 'KaidaYuuko', 'YuukoFujita', 'FujitaNao', 'NaoLynn', 'LynnUeki', 'UekiShinei', 'ShineiOzawa', 'OzawaAri', 'AriKayano', 'KayanoAi']"
'37999','Kaguya-samawaKokurasetai:Tensai-tachinoRenaiZunousen',8.41,A-1Pictures,Manga, 'Seinen',"['Comedy', 'Psychological', 'RomanticSubtext', 'School', 'Seinen']","['KogaAoi', 'AoiSuzuki', 'SuzukiRyouta', 'RyoutaKohara', 'KoharaKonomi', 'KonomiFurukawa', 'FurukawaMakoto', 'MakotoHanamori', 'HanamoriYumiri', 'YumiriSuzushiro', 'SuzushiroSayumi', 'SayumiKoyasu', 'KoyasuTakehito', 'TakehitoIchinose', 'IchinoseKana', 'KanaAoyama', 'AoyamaYutaka', 'YutakaAsakura', 'AsakuraMomo']"
'35790','TatenoYuushanoNariagari',8.01,KinemaCitrus,Lightnovel, 'n/a',"['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai']","['SetoAsami', 'AsamiIshikawa', 'IshikawaKaito', 'KaitoHidaka', 'HidakaRina', 'RinaHan', 'HanMegumi', 'MegumiUchida', 'UchidaMaaya', 'MaayaInoue', 'InoueKikuko', 'KikukoYasumoto', 'YasumotoHiroki', 'HirokiBridcutt', 'BridcuttSarah', 'SarahEmi', 'EmiMatsuoka', 'MatsuokaYoshitsugu', 'YoshitsuguTange', 'TangeSakura']"
'37510','MobPsycho100II',8.81,Bones,Webmanga, 'n/a',"['Action', 'Comedy', 'Supernatural', 'SuperPower']","['SakuraiTakahiro', 'TakahiroItou', 'ItouSetsuo', 'SetsuoOotsuka', 'OotsukaAkio', 'AkioMatsuoka', 'MatsuokaYoshitsugu', 'YoshitsuguIrino', 'IrinoMiyu', 'MiyuSeki', 'SekiToshihiko', 'ToshihikoTanezaki', 'TanezakiAtsumi', 'AtsumiSugiyama', 'SugiyamaNoriaki', 'NoriakiHoshino', 'HoshinoTakanori', 'TakanoriKokuryu', 'KokuryuSachi']"
