Id,Anime Title,Rating,Studio,Source Material,Demographic,Genre,VAs,soup
'32937','KonoSubarashiiSekainiShukufukuwo!2',8.27,StudioDeen,Lightnovel, 'n/a',"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody', 'Reincarnation']","['TakahashiRie', 'RieFukushima', 'FukushimaJun', 'JunAmamiya', 'AmamiyaSora', 'SoraKayano', 'KayanoAi', 'AiHorie', 'HorieYui', 'YuiToyosaki', 'ToyosakiAki', 'AkiSuwa', 'SuwaAyaka', 'AyakaNishida', 'NishidaMasakazu', 'MasakazuSuwa', 'SuwaAyaka', 'AyakaNaganawa', 'NaganawaMaria']",KonoSubarashiiSekainiShukufukuwo!2 StudioDeen Lightnovel Adventure Comedy Fantasy Isekai Parody Reincarnation TakahashiRie RieFukushima FukushimaJun JunAmamiya AmamiyaSora SoraKayano KayanoAi AiHorie HorieYui YuiToyosaki ToyosakiAki AkiSuwa SuwaAyaka AyakaNishida NishidaMasakazu MasakazuSuwa SuwaAyaka AyakaNaganawa NaganawaMaria
'33206','Kobayashi-sanChinoMaidDragon',7.99,KyotoAnimation,Manga, 'n/a',"['Fantasy', 'SliceofLife']","['NaganawaMaria', 'MariaKuwahara', 'KuwaharaYuuki', 'YuukiTamura', 'TamuraMutsumi', 'MutsumiTakahashi', 'TakahashiMinami', 'MinamiTakada', 'TakadaYuuki', 'YuukiOno', 'OnoDaisuke', 'DaisukeKatou', 'KatouEmiri', 'EmiriIshihara', 'IshiharaKaori', 'KaoriNakamura', 'NakamuraYuuichi', 'YuuichiGotou', 'GotouYuuko']",Kobayashi-sanChinoMaidDragon KyotoAnimation Manga Fantasy SliceofLife NaganawaMaria MariaKuwahara KuwaharaYuuki YuukiTamura TamuraMutsumi MutsumiTakahashi TakahashiMinami MinamiTakada TakadaYuuki YuukiOno OnoDaisuke DaisukeKatou KatouEmiri EmiriIshihara IshiharaKaori KaoriNakamura NakamuraYuuichi YuuichiGotou GotouYuuko
'32615','YoujoSenki',7.97,Nut,Lightnovel, 'n/a',"['Action', 'Isekai', 'Military', 'Reincarnation']","['YuukiAoi', 'AoiHayami', 'HayamiSaori', 'SaoriOotsuka', 'OotsukaHouchuu', 'HouchuuMiki', 'MikiShinichiro', 'ShinichiroTomatsu', 'TomatsuHaruka', 'HarukaGenda', 'GendaTesshou', 'TesshouTezuka', 'TezukaHideaki', 'HideakiHamano', 'HamanoDaiki', 'DaikiTobita', 'TobitaNobuo', 'NobuoHoriuchi', 'HoriuchiKenyuu']",YoujoSenki Nut Lightnovel Action Isekai Military Reincarnation YuukiAoi AoiHayami HayamiSaori SaoriOotsuka OotsukaHouchuu HouchuuMiki MikiShinichiro ShinichiroTomatsu TomatsuHaruka HarukaGenda GendaTesshou TesshouTezuka TezukaHideaki HideakiHamano HamanoDaiki DaikiTobita TobitaNobuo NobuoHoriuchi HoriuchiKenyuu
'33487','Masamune-kunnoRevenge',6.74,SILVERLINK.,Manga, 'Shounen',"['Comedy', 'Romance', 'Harem', 'School', 'Shounen']","['OhashiAyaka', 'AyakaHanae', 'HanaeNatsuki', 'NatsukiMimori', 'MimoriSuzuko', 'SuzukoMinase', 'MinaseInori', 'InoriHayami', 'HayamiSaori', 'SaoriOgura', 'OguraYui', 'YuiTadokoro', 'TadokoroAzusa', 'AzusaItou', 'ItouKanae', 'KanaeOogame', 'OogameAsuka', 'AsukaIse', 'IseMariya']",Masamune-kunnoRevenge SILVERLINK. Manga Comedy Romance Harem School Shounen OhashiAyaka AyakaHanae HanaeNatsuki NatsukiMimori MimoriSuzuko SuzukoMinase MinaseInori InoriHayami HayamiSaori SaoriOgura OguraYui YuiTadokoro TadokoroAzusa AzusaItou ItouKanae KanaeOogame OogameAsuka AsukaIse IseMariya
'32949','KuzunoHonkai',7.17,Lerche,Manga, 'Seinen',"['Drama', 'Romance', 'School', 'Seinen']","['AnzaiChika', 'ChikaShimazaki', 'ShimazakiNobunaga', 'NobunagaTomatsu', 'TomatsuHaruka', 'HarukaToyosaki', 'ToyosakiAki', 'AkiIzawa', 'IzawaShiori', 'ShioriNojima', 'NojimaKenji', 'KenjiAsanuma', 'AsanumaShintarou', 'ShintarouKobayashi', 'KobayashiYuusuke', 'YuusukeFujii', 'FujiiYukiyo', 'YukiyoKijima', 'KijimaRyuuichi']",KuzunoHonkai Lerche Manga Drama Romance School Seinen AnzaiChika ChikaShimazaki ShimazakiNobunaga NobunagaTomatsu TomatsuHaruka HarukaToyosaki ToyosakiAki AkiIzawa IzawaShiori ShioriNojima NojimaKenji KenjiAsanuma AsanumaShintarou ShintarouKobayashi KobayashiYuusuke YuusukeFujii FujiiYukiyo YukiyoKijima KijimaRyuuichi
'25777','ShingekinoKyojinSeason2',8.5,WitStudio,Manga, 'Shounen',"['Action', 'Drama', 'Gore', 'Military', 'Survival', 'Shounen']","['KajiYuuki', 'YuukiIshikawa', 'IshikawaYui', 'YuiInoue', 'InoueMarina', 'MarinaKamiya', 'KamiyaHiroshi', 'HiroshiOno', 'OnoDaisuke', 'DaisukePark', 'ParkRomi', 'RomiKobayashi', 'KobayashiYuu', 'YuuHosoya', 'HosoyaYoshimasa', 'YoshimasaTaniyama', 'TaniyamaKishou', 'KishouShimamura', 'ShimamuraYuu']",ShingekinoKyojinSeason2 WitStudio Manga Action Drama Gore Military Survival Shounen KajiYuuki YuukiIshikawa IshikawaYui YuiInoue InoueMarina MarinaKamiya KamiyaHiroshi HiroshiOno OnoDaisuke DaisukePark ParkRomi RomiKobayashi KobayashiYuu YuuHosoya HosoyaYoshimasa YoshimasaTaniyama TaniyamaKishou KishouShimamura ShimamuraYuu
'33486','BokunoHeroAcademia2ndSeason',8.14,Bones,Manga, 'Shounen',"['Action', 'School', 'SuperPower', 'Shounen']","['KajiYuuki', 'YuukiYamashita', 'YamashitaDaiki', 'DaikiOkamoto', 'OkamotoNobuhiko', 'NobuhikoMiyake', 'MiyakeKenta', 'KentaSakura', 'SakuraAyane', 'AyaneIshikawa', 'IshikawaKaito', 'KaitoSuwabe', 'SuwabeJunichi', 'JunichiMasuda', 'MasudaToshiki', 'ToshikiFukuen', 'FukuenMisato', 'MisatoYuuki', 'YuukiAoi']",BokunoHeroAcademia2ndSeason Bones Manga Action School SuperPower Shounen KajiYuuki YuukiYamashita YamashitaDaiki DaikiOkamoto OkamotoNobuhiko NobuhikoMiyake MiyakeKenta KentaSakura SakuraAyane AyaneIshikawa IshikawaKaito KaitoSuwabe SuwabeJunichi JunichiMasuda MasudaToshiki ToshikiFukuen FukuenMisato MisatoYuuki YuukiAoi
'32901','Eromanga-sensei',6.38,A-1Pictures,Lightnovel, 'n/a',"['Comedy', 'Drama', 'Romance', 'Ecchi']","['FujitaAkane', 'AkaneMatsuoka', 'MatsuokaYoshitsugu', 'YoshitsuguHanazawa', 'HanazawaKana', 'KanaTaketatsu', 'TaketatsuAyana', 'AyanaNakamura', 'NakamuraYuuichi', 'YuuichiTakahashi', 'TakahashiMinami', 'MinamiNabatame', 'NabatameHitomi', 'HitomiKido', 'KidoIbuki', 'IbukiOonishi', 'OonishiSaori', 'SaoriIshikawa', 'IshikawaYui']",Eromanga-sensei A-1Pictures Lightnovel Comedy Drama Romance Ecchi FujitaAkane AkaneMatsuoka MatsuokaYoshitsugu YoshitsuguHanazawa HanazawaKana KanaTaketatsu TaketatsuAyana AyanaNakamura NakamuraYuuichi YuuichiTakahashi TakahashiMinami MinamiNabatame NabatameHitomi HitomiKido KidoIbuki IbukiOonishi OonishiSaori SaoriIshikawa IshikawaYui
'32951','RokudenashiMajutsuKoushitoAkashicRecords',7.15,LIDENFILMS,Lightnovel, 'n/a',"['Action', 'Fantasy', 'School']","['FujitaAkane', 'AkaneSaitou', 'SaitouSouma', 'SoumaMiyamoto', 'MiyamotoYume', 'YumeOzawa', 'OzawaAri', 'AriKitamura', 'KitamuraEri', 'EriKotobuki', 'KotobukiMinako', 'MinakoTakahashi', 'TakahashiHiroki', 'HirokiIshikawa', 'IshikawaYui', 'YuiHikasa', 'HikasaYouko', 'YoukoTazawa', 'TazawaMasumi']",RokudenashiMajutsuKoushitoAkashicRecords LIDENFILMS Lightnovel Action Fantasy School FujitaAkane AkaneSaitou SaitouSouma SoumaMiyamoto MiyamotoYume YumeOzawa OzawaAri AriKitamura KitamuraEri EriKotobuki KotobukiMinako MinakoTakahashi TakahashiHiroki HirokiIshikawa IshikawaYui YuiHikasa HikasaYouko YoukoTazawa TazawaMasumi
'34822','TsukigaKirei',8.08,feel.,Original, 'n/a',"['Romance', 'School']","['KoharaKonomi', 'KonomiChiba', 'ChibaShouya', 'ShouyaMurakawa', 'MurakawaRie', 'RieTamaru', 'TamaruAtsushi', 'AtsushiFudemura', 'FudemuraEishin', 'EishinIwanaka', 'IwanakaMutsuki', 'MutsukiChisuga', 'ChisugaHaruka', 'HarukaMaekawa', 'MaekawaRyouko', 'RyoukoShiraishi', 'ShiraishiHaruka', 'HarukaInoue', 'InoueKikuko']",TsukigaKirei feel. Original Romance School KoharaKonomi KonomiChiba ChibaShouya ShouyaMurakawa MurakawaRie RieTamaru TamaruAtsushi AtsushiFudemura FudemuraEishin EishinIwanaka IwanakaMutsuki MutsukiChisuga ChisugaHaruka HarukaMaekawa MaekawaRyouko RyoukoShiraishi ShiraishiHaruka HarukaInoue InoueKikuko
'34933','Kakegurui',7.26,MAPPA,Manga, 'Shounen',"['Drama', 'Mystery', 'HighStakesGame', 'Psychological', 'School', 'StrategyGame', 'Shounen']","['HayamiSaori', 'SaoriTanaka', 'TanakaMinami', 'MinamiTokutake', 'TokutakeTatsuya', 'TatsuyaIse', 'IseMariya', 'MariyaSawashiro', 'SawashiroMiyuki', 'MiyukiUdono', 'UdonoMayu', 'MayuSawashiro', 'SawashiroMiyuki', 'MiyukiSerizawa', 'SerizawaYuu', 'YuuWakai', 'WakaiYuuki', 'YuukiSugita', 'SugitaTomokazu']",Kakegurui MAPPA Manga Drama Mystery HighStakesGame Psychological School StrategyGame Shounen HayamiSaori SaoriTanaka TanakaMinami MinamiTokutake TokutakeTatsuya TatsuyaIse IseMariya MariyaSawashiro SawashiroMiyuki MiyukiUdono UdonoMayu MayuSawashiro SawashiroMiyuki MiyukiSerizawa SerizawaYuu YuuWakai WakaiYuuki YuukiSugita SugitaTomokazu
'34599','MadeinAbyss',8.67,KinemaCitrus,Webmanga, 'n/a',"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']","['IseMariya', 'MariyaTomita', 'TomitaMiyu', 'MiyuIzawa', 'IzawaShiori', 'ShioriMorikawa', 'MorikawaToshiyuki', 'ToshiyukiOhara', 'OharaSayaka', 'SayakaKitamura', 'KitamuraEri', 'EriSakamoto', 'SakamotoMaaya', 'MaayaToyosaki', 'ToyosakiAki', 'AkiMurata', 'MurataTaishi', 'TaishiHanawa', 'HanawaManami']",MadeinAbyss KinemaCitrus Webmanga Adventure Drama Fantasy Mystery Sci-Fi IseMariya MariyaTomita TomitaMiyu MiyuIzawa IzawaShiori ShioriMorikawa MorikawaToshiyuki ToshiyukiOhara OharaSayaka SayakaKitamura KitamuraEri EriSakamoto SakamotoMaaya MaayaToyosaki ToyosakiAki AkiMurata MurataTaishi TaishiHanawa HanawaManami
'35507','YoukosoJitsuryokuShijouShuginoKyoushitsue',7.86,Lerche,Lightnovel, 'n/a',"['Drama', 'Psychological', 'School']","['ChibaShouya', 'ShouyaKitou', 'KitouAkari', 'AkariTaketatsu', 'TaketatsuAyana', 'AyanaHidaka', 'HidakaRina', 'RinaTouyama', 'TouyamaNao', 'NaoIchimichi', 'IchimichiMao', 'MaoMizunaka', 'MizunakaMasaaki', 'MasaakiSatou', 'SatouRina', 'RinaKubo', 'KuboYurika', 'YurikaIwasawa', 'IwasawaToshiki']",YoukosoJitsuryokuShijouShuginoKyoushitsue Lerche Lightnovel Drama Psychological School ChibaShouya ShouyaKitou KitouAkari AkariTaketatsu TaketatsuAyana AyanaHidaka HidakaRina RinaTouyama TouyamaNao NaoIchimichi IchimichiMao MaoMizunaka MizunakaMasaaki MasaakiSatou SatouRina RinaKubo KuboYurika YurikaIwasawa IwasawaToshiki
'34902','TsurezureChildren',7.58,StudioGokumi,4-komamanga, 'Shounen',"['Comedy', 'Romance', 'School', 'Shounen']","['NamikawaDaisuke', 'DaisukeOno', 'OnoKensho', 'KenshoHanazawa', 'HanazawaKana', 'KanaMinase', 'MinaseInori', 'InoriSakura', 'SakuraAyane', 'AyaneOgura', 'OguraYui', 'YuiKitou', 'KitouAkari', 'AkariIshikawa', 'IshikawaKaito', 'KaitoMaeno', 'MaenoTomoaki', 'TomoakiUchida', 'UchidaMaaya']",TsurezureChildren StudioGokumi 4-komamanga Comedy Romance School Shounen NamikawaDaisuke DaisukeOno OnoKensho KenshoHanazawa HanazawaKana KanaMinase MinaseInori InoriSakura SakuraAyane AyaneOgura OguraYui YuiKitou KitouAkari AkariIshikawa IshikawaKaito KaitoMaeno MaenoTomoaki TomoakiUchida UchidaMaaya
'34280','Gamers!',6.78,PineJam,Lightnovel, 'n/a',"['Comedy', 'Romance', 'OtakuCulture', 'School', 'VideoGame']","['KanemotoHisako', 'HisakoIwami', 'IwamiManaka', 'ManakaOokubo', 'OokuboRumi', 'RumiHan', 'HanMegumi', 'MegumiToyonaga', 'ToyonagaToshiyuki', 'ToshiyukiKuwahara', 'KuwaharaYuuki', 'YuukiYoshino', 'YoshinoYuna', 'YunaTakumi', 'TakumiYasuaki', 'YasuakiHanae', 'HanaeNatsuki', 'NatsukiTakahashi', 'TakahashiRie']",Gamers! PineJam Lightnovel Comedy Romance OtakuCulture School VideoGame KanemotoHisako HisakoIwami IwamiManaka ManakaOokubo OokuboRumi RumiHan HanMegumi MegumiToyonaga ToyonagaToshiyuki ToshiyukiKuwahara KuwaharaYuuki YuukiYoshino YoshinoYuna YunaTakumi TakumiYasuaki YasuakiHanae HanaeNatsuki NatsukiTakahashi TakahashiRie
'34572','BlackClover',8.13,Pierrot,Manga, 'Shounen',"['Action', 'Comedy', 'Fantasy', 'Shounen']","['KajiwaraGakuto', 'GakutoYuuki', 'YuukiKana', 'KanaShimazaki', 'ShimazakiNobunaga', 'NobunagaSuwabe', 'SuwabeJunichi', 'JunichiMinagawa', 'MinagawaJunko', 'JunkoMurase', 'MuraseAyumu', 'AyumuMorikawa', 'MorikawaToshiyuki', 'ToshiyukiSasaki', 'SasakiHitomi', 'HitomiYasuno', 'YasunoKiyono', 'KiyonoMidorikawa', 'MidorikawaHikaru']",BlackClover Pierrot Manga Action Comedy Fantasy Shounen KajiwaraGakuto GakutoYuuki YuukiKana KanaShimazaki ShimazakiNobunaga NobunagaSuwabe SuwabeJunichi JunichiMinagawa MinagawaJunko JunkoMurase MuraseAyumu AyumuMorikawa MorikawaToshiyuki ToshiyukiSasaki SasakiHitomi HitomiYasuno YasunoKiyono KiyonoMidorikawa MidorikawaHikaru
'35788','ShokugekinoSouma:SannoSara',8.02,J.C.Staff,Manga, 'Shounen',"['Gourmet', 'Ecchi', 'School', 'Shounen']","['MatsuokaYoshitsugu', 'YoshitsuguKanemoto', 'KanemotoHisako', 'HisakoTakahashi', 'TakahashiMinami', 'MinamiAkasaki', 'AkasakiChinatsu', 'ChinatsuItou', 'ItouShizuka', 'ShizukaSakurai', 'SakuraiTakahiro', 'TakahiroOkamoto', 'OkamotoNobuhiko', 'NobuhikoIshigami', 'IshigamiShizuka', 'ShizukaKoyama', 'KoyamaRikiya', 'RikiyaHanae', 'HanaeNatsuki']",ShokugekinoSouma:SannoSara J.C.Staff Manga Gourmet Ecchi School Shounen MatsuokaYoshitsugu YoshitsuguKanemoto KanemotoHisako HisakoTakahashi TakahashiMinami MinamiAkasaki AkasakiChinatsu ChinatsuItou ItouShizuka ShizukaSakurai SakuraiTakahiro TakahiroOkamoto OkamotoNobuhiko NobuhikoIshigami IshigamiShizuka ShizukaKoyama KoyamaRikiya RikiyaHanae HanaeNatsuki
'35062','MahoutsukainoYome',8.07,WitStudio,Manga, 'Shounen',"['Fantasy', 'Shounen']","['TanezakiAtsumi', 'AtsumiTakeuchi', 'TakeuchiRyouta', 'RyoutaUchiyama', 'UchiyamaKouki', 'KoukiEndou', 'EndouAya', 'AyaNamikawa', 'NamikawaDaisuke', 'DaisukeMurase', 'MuraseAyumu', 'AyumuYamaguchi', 'YamaguchiKappei', 'KappeiHayami', 'HayamiSaori', 'SaoriKaida', 'KaidaYuuko', 'YuukoOotomo', 'OotomoRyuuzaburou']",MahoutsukainoYome WitStudio Manga Fantasy Shounen TanezakiAtsumi AtsumiTakeuchi TakeuchiRyouta RyoutaUchiyama UchiyamaKouki KoukiEndou EndouAya AyaNamikawa NamikawaDaisuke DaisukeMurase MuraseAyumu AyumuYamaguchi YamaguchiKappei KappeiHayami HayamiSaori SaoriKaida KaidaYuuko YuukoOotomo OotomoRyuuzaburou
'34618','BlendS',7.29,A-1Pictures,4-komamanga, 'n/a',"['Comedy', 'Workplace']","['WakiAzumi', 'AzumiKitou', 'KitouAkari', 'AkariHaruno', 'HarunoAnzu', 'AnzuMaeno', 'MaenoTomoaki', 'TomoakiSuzuki', 'SuzukiTatsuhisa', 'TatsuhisaTokui', 'TokuiSora', 'SoraTanezaki', 'TanezakiAtsumi', 'AtsumiMatsuzaki', 'MatsuzakiRei', 'ReiSatou', 'SatouShinki', 'ShinkiOgura', 'OguraYui']",BlendS A-1Pictures 4-komamanga Comedy Workplace WakiAzumi AzumiKitou KitouAkari AkariHaruno HarunoAnzu AnzuMaeno MaenoTomoaki TomoakiSuzuki SuzukiTatsuhisa TatsuhisaTokui TokuiSora SoraTanezaki TanezakiAtsumi AtsumiMatsuzaki MatsuzakiRei ReiSatou SatouShinki ShinkiOgura OguraYui
'34542','Inuyashiki',7.65,MAPPA,Manga, 'Seinen',"['Action', 'Drama', 'Sci-Fi', 'Gore', 'Psychological', 'Seinen']","['KohinataFumiyo', 'FumiyoMurakami', 'MurakamiNijirou', 'NijirouFleming', 'FlemingBill', 'BillMorohoshi', 'MorohoshiSumire', 'SumireUesaka', 'UesakaSumire', 'SumireHongo', 'HongoKanata', 'KanataKanemoto', 'KanemotoHisako', 'HisakoKuroda', 'KurodaTakaya', 'TakayaKatou', 'KatouYuuko', 'YuukoReimi']",Inuyashiki MAPPA Manga Action Drama Sci-Fi Gore Psychological Seinen KohinataFumiyo FumiyoMurakami MurakamiNijirou NijirouFleming FlemingBill BillMorohoshi MorohoshiSumire SumireUesaka UesakaSumire SumireHongo HongoKanata KanataKanemoto KanemotoHisako HisakoKuroda KurodaTakaya TakayaKatou KatouYuuko YuukoReimi
'33352','VioletEvergarden',8.67,KyotoAnimation,Lightnovel, 'n/a',"['Drama', 'Fantasy', 'SliceofLife']","['IshikawaYui', 'YuiNamikawa', 'NamikawaDaisuke', 'DaisukeUchiyama', 'UchiyamaKouki', 'KoukiEndou', 'EndouAya', 'AyaKoyasu', 'KoyasuTakehito', 'TakehitoTadokoro', 'TadokoroAzusa', 'AzusaUemura', 'UemuraYuuto', 'YuutoKiuchi', 'KiuchiHidenobu', 'HidenobuTomatsu', 'TomatsuHaruka', 'HarukaNakajima', 'NakajimaMegumi']",VioletEvergarden KyotoAnimation Lightnovel Drama Fantasy SliceofLife IshikawaYui YuiNamikawa NamikawaDaisuke DaisukeUchiyama UchiyamaKouki KoukiEndou EndouAya AyaKoyasu KoyasuTakehito TakehitoTadokoro TadokoroAzusa AzusaUemura UemuraYuuto YuutoKiuchi KiuchiHidenobu HidenobuTomatsu TomatsuHaruka HarukaNakajima NakajimaMegumi
'35849','DarlingintheFranXX',7.23,A-1PicturesTriggerCloverWorks,Original, 'n/a',"['Action', 'Drama', 'Romance', 'Sci-Fi', 'Mecha']","['TomatsuHaruka', 'HarukaIchinose', 'IchinoseKana', 'KanaUemura', 'UemuraYuuto', 'YuutoHayami', 'HayamiSaori', 'SaoriUmehara', 'UmeharaYuuichirou', 'YuuichirouYamashita', 'YamashitaNanami', 'NanamiIchikawa', 'IchikawaAoi', 'AoiTamura', 'TamuraMutsumi', 'MutsumiIshigami', 'IshigamiShizuka', 'ShizukaGotou', 'GotouHiroki']",DarlingintheFranXX A-1PicturesTriggerCloverWorks Original Action Drama Romance Sci-Fi Mecha TomatsuHaruka HarukaIchinose IchinoseKana KanaUemura UemuraYuuto YuutoHayami HayamiSaori SaoriUmehara UmeharaYuuichirou YuuichirouYamashita YamashitaNanami NanamiIchikawa IchikawaAoi AoiTamura TamuraMutsumi MutsumiIshigami IshigamiShizuka ShizukaGotou GotouHiroki
'34577','NanatsunoTaizai:ImashimenoFukkatsu',7.62,A-1Pictures,Manga, 'Shounen',"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Shounen']","['SuzukiTatsuhisa', 'TatsuhisaKaji', 'KajiYuuki', 'YuukiFukuyama', 'FukuyamaJun', 'JunKuno', 'KunoMisaki', 'MisakiTakagi', 'TakagiYuuhei', 'YuuheiYuuki', 'YuukiAoi', 'AoiAmamiya', 'AmamiyaSora', 'SoraSakamoto', 'SakamotoMaaya', 'MaayaSugita', 'SugitaTomokazu', 'TomokazuKaji', 'KajiYuuki']",NanatsunoTaizai:ImashimenoFukkatsu A-1Pictures Manga Action Adventure Fantasy Supernatural Shounen SuzukiTatsuhisa TatsuhisaKaji KajiYuuki YuukiFukuyama FukuyamaJun JunKuno KunoMisaki MisakiTakagi TakagiYuuhei YuuheiYuuki YuukiAoi AoiAmamiya AmamiyaSora SoraSakamoto SakamotoMaaya MaayaSugita SugitaTomokazu TomokazuKaji KajiYuuki
'35073','OverlordII',7.76,Madhouse,Lightnovel, 'n/a',"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Isekai', 'VideoGame']","['HinoSatoshi', 'SatoshiHara', 'HaraYumi', 'YumiUesaka', 'UesakaSumire', 'SumireNumakura', 'NumakuraManami', 'ManamiKatou', 'KatouMasayuki', 'MasayukiChiba', 'ChibaShigeru', 'ShigeruMiyano', 'MiyanoMamoru', 'MamoruShindou', 'ShindouKei', 'KeiKomatsu', 'KomatsuMikako', 'MikakoHanamori', 'HanamoriYumiri']",OverlordII Madhouse Lightnovel Action Adventure Fantasy Supernatural Isekai VideoGame HinoSatoshi SatoshiHara HaraYumi YumiUesaka UesakaSumire SumireNumakura NumakuraManami ManamiKatou KatouMasayuki MasayukiChiba ChibaShigeru ShigeruMiyano MiyanoMamoru MamoruShindou ShindouKei KeiKomatsu KomatsuMikako MikakoHanamori HanamoriYumiri
'35860','KarakaiJouzunoTakagi-san',7.71,Shin-EiAnimation,Manga, 'Shounen',"['Comedy', 'Iyashikei', 'RomanticSubtext', 'School', 'Shounen']","['TakahashiRie', 'RieKaji', 'KajiYuuki', 'YuukiKohara', 'KoharaKonomi', 'KonomiOchiai', 'OchiaiFukushi', 'FukushiOgura', 'OguraYui', 'YuiIchimichi', 'IchimichiMao', 'MaoKoiwai', 'KoiwaiKotori', 'KotoriTadokoro', 'TadokoroHinata', 'HinataUchida', 'UchidaYuuma', 'YuumaOkamoto', 'OkamotoNobuhiko']",KarakaiJouzunoTakagi-san Shin-EiAnimation Manga Comedy Iyashikei RomanticSubtext School Shounen TakahashiRie RieKaji KajiYuuki YuukiKohara KoharaKonomi KonomiOchiai OchiaiFukushi FukushiOgura OguraYui YuiIchimichi IchimichiMao MaoKoiwai KoiwaiKotori KotoriTadokoro TadokoroHinata HinataUchida UchidaYuuma YuumaOkamoto OkamotoNobuhiko
'35839','SorayorimoTooiBasho',8.53,Madhouse,Original, 'n/a',"['Adventure', 'Comedy', 'Drama']","['HanazawaKana', 'KanaIguchi', 'IguchiYuka', 'YukaHayami', 'HayamiSaori', 'SaoriMinase', 'MinaseInori', 'InoriNoto', 'NotoMamiko', 'MamikoKanemoto', 'KanemotoHisako', 'HisakoLynn', 'LynnKayano', 'KayanoAi', 'AiMatsuoka', 'MatsuokaYoshitsugu', 'YoshitsuguFukushima', 'FukushimaJun']",SorayorimoTooiBasho Madhouse Original Adventure Comedy Drama HanazawaKana KanaIguchi IguchiYuka YukaHayami HayamiSaori SaoriMinase MinaseInori InoriNoto NotoMamiko MamikoKanemoto KanemotoHisako HisakoLynn LynnKayano KayanoAi AiMatsuoka MatsuokaYoshitsugu YoshitsuguFukushima FukushimaJun
'34798','YuruCamp△',8.27,C-Station,Manga, 'n/a',"['SliceofLife', 'CGDCT', 'Iyashikei']","['TouyamaNao', 'NaoHanamori', 'HanamoriYumiri', 'YumiriToyosaki', 'ToyosakiAki', 'AkiHara', 'HaraSayuri', 'SayuriTakahashi', 'TakahashiRie', 'RieInoue', 'InoueMarina', 'MarinaItou', 'ItouShizuka', 'ShizukaOotsuka', 'OotsukaAkio', 'AkioMatsuda', 'MatsudaRisae', 'RisaeOotsuka', 'OotsukaAkio']",YuruCamp△ C-Station Manga SliceofLife CGDCT Iyashikei TouyamaNao NaoHanamori HanamoriYumiri YumiriToyosaki ToyosakiAki AkiHara HaraSayuri SayuriTakahashi TakahashiRie RieInoue InoueMarina MarinaItou ItouShizuka ShizukaOotsuka OotsukaAkio AkioMatsuda MatsudaRisae RisaeOotsuka OotsukaAkio
'36456','BokunoHeroAcademia3rdSeason',8.07,Bones,Manga, 'Shounen',"['Action', 'School', 'SuperPower', 'Shounen']","['YamashitaDaiki', 'DaikiOkamoto', 'OkamotoNobuhiko', 'NobuhikoMiyake', 'MiyakeKenta', 'KentaKaji', 'KajiYuuki', 'YuukiSuwabe', 'SuwabeJunichi', 'JunichiMasuda', 'MasudaToshiki', 'ToshikiSakura', 'SakuraAyane', 'AyaneFukuen', 'FukuenMisato', 'MisatoYuuki', 'YuukiAoi', 'AoiShimono', 'ShimonoHiro']",BokunoHeroAcademia3rdSeason Bones Manga Action School SuperPower Shounen YamashitaDaiki DaikiOkamoto OkamotoNobuhiko NobuhikoMiyake MiyakeKenta KentaKaji KajiYuuki YuukiSuwabe SuwabeJunichi JunichiMasuda MasudaToshiki ToshikiSakura SakuraAyane AyaneFukuen FukuenMisato MisatoYuuki YuukiAoi AoiShimono ShimonoHiro
'36511','TokyoGhoul:re',6.38,PierrotPierrotPlus,Manga, 'Seinen',"['Action', 'Fantasy', 'Horror', 'Gore', 'Psychological', 'Seinen']","['HanaeNatsuki', 'NatsukiHanae', 'HanaeNatsuki', 'NatsukiSakura', 'SakuraAyane', 'AyaneIshikawa', 'IshikawaKaito', 'KaitoFujiwara', 'FujiwaraNatsumi', 'NatsumiUchida', 'UchidaYuuma', 'YuumaKugimiya', 'KugimiyaRie', 'RieAmamiya', 'AmamiyaSora', 'SoraSakurai', 'SakuraiTakahiro', 'TakahiroMiyano', 'MiyanoMamoru']",TokyoGhoul:re PierrotPierrotPlus Manga Action Fantasy Horror Gore Psychological Seinen HanaeNatsuki NatsukiHanae HanaeNatsuki NatsukiSakura SakuraAyane AyaneIshikawa IshikawaKaito KaitoFujiwara FujiwaraNatsumi NatsumiUchida UchidaYuuma YuumaKugimiya KugimiyaRie RieAmamiya AmamiyaSora SoraSakurai SakuraiTakahiro TakahiroMiyano MiyanoMamoru
